time,loc,latitude,longitude,depth,mag,id,place
2018-11-30T17:57:37.239Z,"61.3913,-150.0486",61.3913,-150.0486,42.2,3.4,ak20419486,"16km NNW of Anchorage, Alaska"
2018-11-30T17:58:44.563Z,"61.3846,-150.0163",61.3846,-150.0163,43,3.1,ak20463288,"15km SSW of Big Lake, Alaska"
2018-11-30T18:00:06.610Z,"61.4596,-149.9376",61.4596,-149.9376,39.4,5.1,us1000hyge,"6km S of Big Lake, Alaska"
2018-11-30T18:01:36.261Z,"61.4664,-149.9779",61.4664,-149.9779,42.8,3.8,ak20463290,"6km SSW of Big Lake, Alaska"
2018-11-30T18:02:19.817Z,"61.438,-149.9347",61.438,-149.9347,38.4,3.4,ak20463291,"9km S of Big Lake, Alaska"
2018-11-30T18:02:53.780Z,"61.3471,-150.0258",61.3471,-150.0258,40.6,3.2,ak20463292,"15km NNW of Anchorage, Alaska"
2018-11-30T18:03:52.725Z,"61.3785,-150.0229",61.3785,-150.0229,42,3.1,ak20463293,"16km SSW of Big Lake, Alaska"
2018-11-30T18:04:15.775Z,"61.3644,-149.994",61.3644,-149.994,45.2,2.8,ak20463294,"17km NNW of Anchorage, Alaska"
2018-11-30T18:04:51.823Z,"61.4781,-150.0002",61.4781,-150.0002,39.7,3.2,ak20463295,"5km SSW of Big Lake, Alaska"
2018-11-30T18:05:20.692Z,"61.4543,-149.9944",61.4543,-149.9944,50,2.9,ak20463296,"7km SSW of Big Lake, Alaska"
2018-11-30T18:06:00.073Z,"61.4171,-150.0412",61.4171,-150.0412,36.4,2.8,ak20463297,"12km SSW of Big Lake, Alaska"
2018-11-30T18:06:27.031Z,"61.5125,-149.9205",61.5125,-149.9205,38.3,3.1,ak20419794,"2km ESE of Big Lake, Alaska"
2018-11-30T18:07:07.865Z,"61.4509,-149.8361",61.4509,-149.8361,50.6,2.8,ak20463299,"10km SE of Big Lake, Alaska"
2018-11-30T18:07:47.691Z,"61.4062,-150.0625",61.4062,-150.0625,32.2,3.3,ak20419800,"16km SSW of Big Lake, Alaska"
2018-11-30T18:08:51.330Z,"61.507,-149.9613",61.507,-149.9613,49.3,3.4,us1000hyke,"1km SSW of Big Lake, Alaska"
2018-11-30T18:10:36.527Z,"61.5849,-149.8374",61.5849,-149.8374,49.9,3.8,ak20419824,"7km S of Houston, Alaska"
2018-11-30T18:11:49.814Z,"61.4697,-149.9802",61.4697,-149.9802,46.2,2.9,ak20463303,"5km SSW of Big Lake, Alaska"
2018-11-30T18:12:32.619Z,"61.4083,-150.0187",61.4083,-150.0187,42.1,2.9,ak20463304,"13km SSW of Big Lake, Alaska"
2018-11-30T18:12:49.631Z,"61.51,-149.9296",61.51,-149.9296,42.3,2.9,ak20463305,"1km SE of Big Lake, Alaska"
2018-11-30T18:13:13.757Z,"61.5149,-149.9279",61.5149,-149.9279,38.1,3.2,ak20463306,"1km ESE of Big Lake, Alaska"
2018-11-30T18:15:21.754Z,"61.4805,-150.0206",61.4805,-150.0206,37.3,3.2,ak20419845,"10km SW of Big Lake, Alaska"
2018-11-30T18:15:53.997Z,"61.415,-150.0859",61.415,-150.0859,30.4,3,ak20463309,"13km SSW of Big Lake, Alaska"
2018-11-30T18:16:26.827Z,"61.4111,-150.0916",61.4111,-150.0916,31.2,3.2,ak20463310,"14km SSW of Big Lake, Alaska"
2018-11-30T18:17:58.947Z,"61.4034,-150.0715",61.4034,-150.0715,46.7,3,ak20419877,"14km SSW of Big Lake, Alaska"
2018-11-30T18:18:34.725Z,"61.3924,-150.0013",61.3924,-150.0013,38.7,2.5,ak20463312,"14km S of Big Lake, Alaska"
2018-11-30T18:19:45.063Z,"61.4192,-150.0817",61.4192,-150.0817,37.2,3.2,ak20419878,"15km SSW of Big Lake, Alaska"
2018-11-30T18:20:04.413Z,"61.504,-149.9316",61.504,-149.9316,45.8,3.2,ak20463314,"5km SSE of Big Lake, Alaska"
2018-11-30T18:20:32.725Z,"61.4098,-150.0579",61.4098,-150.0579,42,3,ak20463315,"13km SSW of Big Lake, Alaska"
2018-11-30T18:21:31.852Z,"61.4442,-149.872",61.4442,-149.872,35.8,3.6,ak20419904,"9km SSE of Big Lake, Alaska"
2018-11-30T18:21:41.744Z,"61.3983,-150.059",61.3983,-150.059,39.1,3.6,ak20419903,"14km SSW of Big Lake, Alaska"
2018-11-30T18:22:46.257Z,"61.4363,-150.0099",61.4363,-150.0099,38.7,2.5,ak20463318,"9km SSW of Big Lake, Alaska"
2018-11-30T18:24:48.885Z,"61.2814,-149.9732",61.2814,-149.9732,45.3,2.5,ak20463322,"8km NNW of Anchorage, Alaska"
2018-11-30T18:26:13.846Z,"61.3761,-150.0444",61.3761,-150.0444,34.9,2.8,ak20419939,"17km SSW of Big Lake, Alaska"
2018-11-30T18:27:16.220Z,"61.5366,-149.9108",61.5366,-149.9108,51.4,3,ak20419950,"2km ESE of Big Lake, Alaska"
2018-11-30T18:27:29.904Z,"61.486,-149.9121",61.486,-149.9121,54.7,3,ak20463326,"4km SSE of Big Lake, Alaska"
2018-11-30T18:27:55.171Z,"61.4857,-149.9475",61.4857,-149.9475,50.2,2.8,ak20463327,"3km S of Big Lake, Alaska"
2018-11-30T18:28:21.495Z,"61.4873,-149.9691",61.4873,-149.9691,39,2.8,ak20463328,"3km SSW of Big Lake, Alaska"
2018-11-30T18:29:11.761Z,"61.4852,-149.9273",61.4852,-149.9273,37.8,3.1,ak20463329,"4km SSE of Big Lake, Alaska"
2018-11-30T18:29:57.204Z,"61.4206,-150.0634",61.4206,-150.0634,35.2,3.3,ak20463330,"12km SSW of Big Lake, Alaska"
2018-11-30T18:30:52.691Z,"61.495,-149.9215",61.495,-149.9215,36.4,3.7,ak20463331,"2km SE of Big Lake, Alaska"
2018-11-30T18:31:14.276Z,"61.4774,-149.9753",61.4774,-149.9753,48.2,3.6,ak20463332,"5km SSW of Big Lake, Alaska"
2018-11-30T18:31:34.456Z,"61.4166,-150.0724",61.4166,-150.0724,42.7,4,ak20463333,"10km SW of Big Lake, Alaska"
2018-11-30T18:32:58.266Z,"61.4857,-150.0708",61.4857,-150.0708,42.1,3.4,ak20463334,"7km WSW of Big Lake, Alaska"
2018-11-30T18:35:16.338Z,"61.3863,-150.0373",61.3863,-150.0373,43.4,3.6,ak20463336,"13km S of Big Lake, Alaska"
2018-11-30T18:35:42.739Z,"61.4058,-150.0385",61.4058,-150.0385,41.5,3.6,ak20463337,"13km SSW of Big Lake, Alaska"
2018-11-30T18:36:00.481Z,"61.4764,-149.9343",61.4764,-149.9343,38.9,3.8,ak20463338,"7km S of Big Lake, Alaska"
2018-11-30T18:36:38.389Z,"61.4078,-150.0944",61.4078,-150.0944,39,3.8,ak20463339,"14km SSW of Big Lake, Alaska"
2018-11-30T18:38:32.748Z,"61.7566,-150.3416",61.7566,-150.3416,39.3,2.8,ak20463340,"16km W of Willow, Alaska"
2018-11-30T18:39:50.931Z,"61.4348,-149.9234",61.4348,-149.9234,34,3.8,ak20463341,"10km SSE of Big Lake, Alaska"
2018-11-30T18:40:59.952Z,"61.4665,-149.9517",61.4665,-149.9517,42.5,2.5,ak20463342,"6km S of Big Lake, Alaska"
2018-11-30T18:42:05.556Z,"61.493,-149.9165",61.493,-149.9165,41.6,2.7,ak20463343,"3km SSE of Big Lake, Alaska"
2018-11-30T18:42:57.259Z,"61.4631,-150.1279",61.4631,-150.1279,45.2,3.1,ak20463344,"11km SW of Big Lake, Alaska"
2018-11-30T18:45:02.300Z,"61.4597,-149.755",61.4597,-149.755,52.8,3.1,ak20463345,"10km SW of Knik-Fairview, Alaska"
2018-11-30T18:45:17.846Z,"61.3548,-150.0956",61.3548,-150.0956,41.1,3,ak20463346,"18km NW of Anchorage, Alaska"
2018-11-30T18:45:50.330Z,"61.3504,-150.0815",61.3504,-150.0815,33.3,3.3,ak20463347,"17km NNW of Anchorage, Alaska"
2018-11-30T18:46:29.838Z,"61.507,-149.9508",61.507,-149.9508,45.9,2.7,ak20463348,"1km S of Big Lake, Alaska"
2018-11-30T18:47:27.527Z,"61.4766,-149.8979",61.4766,-149.8979,31.3,3.4,ak20463349,"5km SSE of Big Lake, Alaska"
2018-11-30T18:49:10.000Z,"61.3045,-149.9444",61.3045,-149.9444,39.8,2.8,ak20463351,"9km NNW of Anchorage, Alaska"
2018-11-30T18:49:47.109Z,"61.5021,-149.9702",61.5021,-149.9702,50.7,3.1,ak20463352,"2km SSW of Big Lake, Alaska"
2018-11-30T18:51:08.393Z,"61.4329,-149.9204",61.4329,-149.9204,41.8,3.2,ak20463353,"10km S of Big Lake, Alaska"
2018-11-30T18:51:23.959Z,"61.4617,-149.9214",61.4617,-149.9214,47,3.4,ak20463354,"6km SSE of Big Lake, Alaska"
2018-11-30T18:52:25.459Z,"61.4683,-149.9376",61.4683,-149.9376,39.1,3,ak20463355,"5km S of Big Lake, Alaska"
2018-11-30T18:52:50.837Z,"61.4949,-149.9378",61.4949,-149.9378,44.7,2.8,ak20463356,"3km SSE of Big Lake, Alaska"
2018-11-30T18:54:12.127Z,"61.4212,-149.9138",61.4212,-149.9138,33.8,2.6,ak20463357,"11km S of Big Lake, Alaska"
2018-11-30T18:55:28.557Z,"61.3788,-150.0118",61.3788,-150.0118,37.6,2.7,ak20463358,"16km S of Big Lake, Alaska"
2018-11-30T18:55:44.423Z,"61.4716,-149.7305",61.4716,-149.7305,56.2,2.8,ak20463359,"8km WSW of Knik-Fairview, Alaska"
2018-11-30T18:57:22.431Z,"61.2791,-149.9778",61.2791,-149.9778,38.3,3.1,ak20463361,"7km NNW of Anchorage, Alaska"
2018-11-30T18:57:50.735Z,"61.4395,-150.1092",61.4395,-150.1092,33.6,3.2,ak20463362,"14km SSW of Big Lake, Alaska"
2018-11-30T18:59:54.934Z,"61.4122,-150.0649",61.4122,-150.0649,38.8,3,ak20463364,"13km SSW of Big Lake, Alaska"
2018-11-30T19:02:30.077Z,"61.3751,-149.9896",61.3751,-149.9896,39.6,3,ak20463365,"14km S of Big Lake, Alaska"
2018-11-30T19:03:29.898Z,"61.3806,-150.0725",61.3806,-150.0725,39.8,2.6,ak20463366,"16km SSW of Big Lake, Alaska"
2018-11-30T19:04:10.186Z,"61.4077,-150.0572",61.4077,-150.0572,35,2.5,ak20463367,"13km SSW of Big Lake, Alaska"
2018-11-30T19:05:39.204Z,"61.4724,-149.9067",61.4724,-149.9067,44.8,2.6,ak20463369,"6km SSE of Big Lake, Alaska"
2018-11-30T19:06:40.738Z,"61.4126,-150.0297",61.4126,-150.0297,37.6,3.6,ak20463370,"16km SSW of Big Lake, Alaska"
2018-11-30T19:07:09.831Z,"61.4117,-150.0289",61.4117,-150.0289,41.1,3.5,ak20463371,"12km SSW of Big Lake, Alaska"
2018-11-30T19:10:35.238Z,"61.4611,-150.1134",61.4611,-150.1134,38.7,2.5,ak20463374,"10km SW of Big Lake, Alaska"
2018-11-30T19:12:04.150Z,"61.4221,-150.1027",61.4221,-150.1027,38.5,2.9,ak20463375,"13km SW of Big Lake, Alaska"
2018-11-30T19:12:33.844Z,"61.4421,-149.7594",61.4421,-149.7594,40.8,3.1,ak20463376,"8km WSW of Knik-Fairview, Alaska"
2018-11-30T19:12:54.327Z,"61.3795,-150.0145",61.3795,-150.0145,47,3.1,ak20463377,"16km SSW of Big Lake, Alaska"
2018-11-30T19:14:51.188Z,"61.4229,-150.0654",61.4229,-150.0654,38.9,2.8,ak20463380,"12km SSW of Big Lake, Alaska"
2018-11-30T19:15:51.280Z,"61.3599,-150.0628",61.3599,-150.0628,35.6,3,ak20463381,"18km NNW of Anchorage, Alaska"
2018-11-30T19:16:57.112Z,"61.439,-150.0754",61.439,-150.0754,39.7,2.7,ak20463382,"11km SW of Big Lake, Alaska"
2018-11-30T19:17:15.399Z,"61.5011,-149.9576",61.5011,-149.9576,48.1,2.6,ak20463383,"2km S of Big Lake, Alaska"
2018-11-30T19:17:47.494Z,"61.3851,-150.0523",61.3851,-150.0523,39,3,ak20463384,"16km SSW of Big Lake, Alaska"
2018-11-30T19:19:14.298Z,"61.3809,-150.0205",61.3809,-150.0205,43.9,2.9,ak20463385,"16km SSW of Big Lake, Alaska"
2018-11-30T19:20:20.560Z,"61.4658,-149.9591",61.4658,-149.9591,39.5,3.7,ak20463386,"8km SSW of Big Lake, Alaska"
2018-11-30T19:22:22.353Z,"61.4056,-150.074",61.4056,-150.074,44.4,2.5,ak20463387,"14km SSW of Big Lake, Alaska"
2018-11-30T19:22:35.476Z,"61.4804,-149.9547",61.4804,-149.9547,42.3,3.1,ak20463388,"4km S of Big Lake, Alaska"
2018-11-30T19:22:53.042Z,"61.4735,-149.9241",61.4735,-149.9241,36.2,3.1,ak20463389,"5km SSE of Big Lake, Alaska"
2018-11-30T19:25:07.039Z,"61.4447,-150.0508",61.4447,-150.0508,39.1,3.1,ak20463391,"9km SSW of Big Lake, Alaska"
2018-11-30T19:25:23.807Z,"61.389,-150.005",61.389,-150.005,42.8,3.1,ak20463392,"14km S of Big Lake, Alaska"
2018-11-30T19:26:29.638Z,"61.3707,-150.0039",61.3707,-150.0039,39.8,4.8,ak20419870,"17km NNW of Anchorage, Alaska"
2018-11-30T19:28:12.691Z,"61.3713,-149.7104",61.3713,-149.7104,35.2,4.4,ak20463394,"16km SSW of Knik-Fairview, Alaska"
2018-11-30T19:31:07.388Z,"61.4779,-150.0545",61.4779,-150.0545,30,3.5,ak20463395,"7km SW of Big Lake, Alaska"
2018-11-30T19:32:04.588Z,"61.4757,-149.9136",61.4757,-149.9136,33.2,2.5,ak20463396,"5km SSE of Big Lake, Alaska"
2018-11-30T19:33:01.589Z,"61.346,-150.0308",61.346,-150.0308,41,3.2,ak20463397,"15km NNW of Anchorage, Alaska"
2018-11-30T19:34:05.534Z,"61.4322,-149.881",61.4322,-149.881,33,2.6,ak20463398,"10km SSE of Big Lake, Alaska"
2018-11-30T19:36:49.074Z,"61.4484,-149.9252",61.4484,-149.9252,29.3,2.5,ak20463399,"8km S of Big Lake, Alaska"
2018-11-30T19:39:14.188Z,"61.3867,-150.0458",61.3867,-150.0458,39.4,3.5,ak20463402,"16km NNW of Anchorage, Alaska"
2018-11-30T19:40:05.821Z,"61.4108,-150.0677",61.4108,-150.0677,37.7,2.8,ak20463403,"13km SSW of Big Lake, Alaska"
2018-11-30T19:41:30.849Z,"61.4792,-150.1111",61.4792,-150.1111,41.1,3,ak20463404,"9km WSW of Big Lake, Alaska"
2018-11-30T19:42:47.009Z,"61.3702,-150.0414",61.3702,-150.0414,40.7,3.9,ak20419949,"17km SSW of Big Lake, Alaska"
2018-11-30T19:43:50.726Z,"61.4209,-150.0268",61.4209,-150.0268,31.9,3.2,ak20463407,"11km SSW of Big Lake, Alaska"
2018-11-30T19:49:56.257Z,"61.4092,-150.0888",61.4092,-150.0888,31.9,3.4,ak20463412,"13km SSW of Big Lake, Alaska"
2018-11-30T19:50:11.965Z,"61.5109,-149.8948",61.5109,-149.8948,41.3,3.2,ak20463413,"3km ESE of Big Lake, Alaska"
2018-11-30T19:51:31.975Z,"61.5011,-149.6599",61.5011,-149.6599,53.9,3.2,ak20463414,"3km WSW of Knik-Fairview, Alaska"
2018-11-30T19:54:09.058Z,"61.4552,-149.8803",61.4552,-149.8803,34.9,3,ak20463415,"8km SSE of Big Lake, Alaska"
2018-11-30T19:54:21.214Z,"61.34,-149.911",61.34,-149.911,42.6,3.1,ak20463416,"13km N of Anchorage, Alaska"
2018-11-30T19:55:30.399Z,"61.3948,-150.0652",61.3948,-150.0652,39.4,3.4,ak20463417,"14km SSW of Big Lake, Alaska"
2018-11-30T19:56:25.514Z,"61.4564,-149.8908",61.4564,-149.8908,36.5,3.4,ak20463418,"7km SSE of Big Lake, Alaska"
2018-11-30T19:57:02.479Z,"61.4517,-149.926",61.4517,-149.926,37.6,2.9,ak20463419,"7km S of Big Lake, Alaska"
2018-11-30T19:58:29.350Z,"61.428,-149.8728",61.428,-149.8728,34.9,2.9,ak20463421,"11km SSE of Big Lake, Alaska"
2018-11-30T19:59:38.198Z,"61.4997,-149.942",61.4997,-149.942,37.6,2.9,ak20463422,"2km SSE of Big Lake, Alaska"
2018-11-30T20:01:00.333Z,"61.367,-149.9975",61.367,-149.9975,40,2.9,ak20463423,"17km NNW of Anchorage, Alaska"
2018-11-30T20:01:47.871Z,"61.4687,-149.9828",61.4687,-149.9828,39.8,3,ak20463424,"6km SSW of Big Lake, Alaska"
2018-11-30T20:02:20.660Z,"61.4454,-150.0238",61.4454,-150.0238,41.4,2.6,ak20463425,"9km SSW of Big Lake, Alaska"
2018-11-30T20:02:42.789Z,"61.4595,-149.9717",61.4595,-149.9717,34.1,3.1,ak20463426,"6km S of Big Lake, Alaska"
2018-11-30T20:03:11.100Z,"61.4379,-150.0416",61.4379,-150.0416,39.9,2.7,ak20463427,"10km SSW of Big Lake, Alaska"
2018-11-30T20:04:14.438Z,"61.3479,-150.0281",61.3479,-150.0281,39.1,2.8,ak20463429,"16km NNW of Anchorage, Alaska"
2018-11-30T20:04:44.715Z,"61.5206,-149.8124",61.5206,-149.8124,49.5,3,ak20463430,"7km E of Big Lake, Alaska"
2018-11-30T20:05:47.639Z,"61.3824,-150.0943",61.3824,-150.0943,36.9,2.8,ak20463431,"17km SSW of Big Lake, Alaska"
2018-11-30T20:07:09.855Z,"61.4285,-149.8403",61.4285,-149.8403,50.3,3.8,ak20463432,"6km E of Big Lake, Alaska"
2018-11-30T20:09:05.275Z,"61.4491,-150.0152",61.4491,-150.0152,36.6,2.6,ak20463433,"8km SSW of Big Lake, Alaska"
2018-11-30T20:10:39.625Z,"61.4401,-150.0659",61.4401,-150.0659,40.6,3.5,ak20463434,"11km SW of Big Lake, Alaska"
2018-11-30T20:12:45.074Z,"61.5008,-149.9637",61.5008,-149.9637,47.1,2.6,ak20463436,"2km SSW of Big Lake, Alaska"
2018-11-30T20:12:58.537Z,"61.492,-149.9267",61.492,-149.9267,34.4,2.6,ak20463437,"3km SSE of Big Lake, Alaska"
2018-11-30T20:13:18.845Z,"61.4838,-149.9379",61.4838,-149.9379,33.8,2.6,ak20463438,"4km SSE of Big Lake, Alaska"
2018-11-30T20:14:52.291Z,"61.537,-149.9495",61.537,-149.9495,35,2.6,ak20420203,"2km WNW of Big Lake, Alaska"
2018-11-30T20:16:38.925Z,"61.4201,-150.0317",61.4201,-150.0317,38.4,2.8,ak20420212,"12km S of Big Lake, Alaska"
2018-11-30T20:17:23.054Z,"61.4468,-149.9471",61.4468,-149.9471,46.4,2.6,ak20463443,"8km S of Big Lake, Alaska"
2018-11-30T20:17:51.076Z,"61.4172,-150.0312",61.4172,-150.0312,42.4,2.6,ak20463444,"12km SSW of Big Lake, Alaska"
2018-11-30T20:25:06.383Z,"61.4684,-149.9246",61.4684,-149.9246,36.8,4.2,ak20420221,"9km S of Big Lake, Alaska"
2018-11-30T20:26:55.425Z,"61.384,-150.0795",61.384,-150.0795,37.7,5,ak20420230,"17km SSW of Big Lake, Alaska"
2018-11-30T20:27:59.613Z,"61.3885,-150.0982",61.3885,-150.0982,37.4,4.5,ak20463453,"16km SSW of Big Lake, Alaska"
2018-11-30T20:29:21.948Z,"61.4023,-150.0579",61.4023,-150.0579,40.9,3.8,ak20463454,"14km SSW of Big Lake, Alaska"
2018-11-30T20:30:11.928Z,"61.3966,-150.0674",61.3966,-150.0674,38.8,2.9,ak20463455,"15km SSW of Big Lake, Alaska"
2018-11-30T20:32:29.797Z,"61.4036,-150.0405",61.4036,-150.0405,33.2,2.5,ak20420285,"13km SSW of Big Lake, Alaska"
2018-11-30T20:33:43.543Z,"61.505,-149.8982",61.505,-149.8982,31.7,2.8,ak20420296,"4km SE of Big Lake, Alaska"
2018-11-30T20:34:36.931Z,"61.3956,-150.0883",61.3956,-150.0883,36.1,3,ak20420301,"16km SSW of Big Lake, Alaska"
2018-11-30T20:35:38.540Z,"61.4444,-150.0486",61.4444,-150.0486,33.2,2.6,ak20420319,"9km SSW of Big Lake, Alaska"
2018-11-30T20:37:34.121Z,"61.4327,-149.8823",61.4327,-149.8823,31.2,2.5,ak20420324,"9km SSE of Big Lake, Alaska"
2018-11-30T20:40:57.027Z,"61.3873,-149.9212",61.3873,-149.9212,41.2,3.7,ak20420331,"9km SE of Big Lake, Alaska"
2018-11-30T20:44:43.308Z,"61.4556,-149.9775",61.4556,-149.9775,31.8,2.6,ak20420367,"7km S of Big Lake, Alaska"
2018-11-30T20:45:18.561Z,"61.3871,-149.9901",61.3871,-149.9901,37.3,3,ak20420366,"18km SSW of Big Lake, Alaska"
2018-11-30T20:46:22.855Z,"61.4904,-149.9637",61.4904,-149.9637,36.5,3,ak20420381,"3km S of Big Lake, Alaska"
2018-11-30T20:47:38.383Z,"61.3937,-150.0189",61.3937,-150.0189,42,2.6,ak20463472,"14km SSW of Big Lake, Alaska"
2018-11-30T20:47:58.821Z,"61.3687,-150.0031",61.3687,-150.0031,37.3,2.8,ak20420389,"17km NNW of Anchorage, Alaska"
2018-11-30T20:49:29.036Z,"61.4109,-149.946",61.4109,-149.946,32.6,2.9,ak20420408,"10km S of Big Lake, Alaska"
2018-11-30T20:50:13.365Z,"61.5043,-149.9206",61.5043,-149.9206,36.5,3,ak20420413,"2km SE of Big Lake, Alaska"
2018-11-30T20:50:47.955Z,"61.5701,-149.9118",61.5701,-149.9118,54.6,3.2,ak20463477,"5km NNE of Big Lake, Alaska"
2018-11-30T20:52:03.024Z,"61.4817,-149.9434",61.4817,-149.9434,37.2,2.7,ak20463478,"4km S of Big Lake, Alaska"
2018-11-30T20:56:52.219Z,"61.4585,-150.0244",61.4585,-150.0244,31.1,3.2,ak20463483,"1km SSE of Big Lake, Alaska"
2018-11-30T20:58:17.256Z,"61.3681,-150.0225",61.3681,-150.0225,40.2,3.2,ak20463484,"17km NNW of Anchorage, Alaska"
2018-11-30T20:59:49.202Z,"61.4523,-149.7719",61.4523,-149.7719,39.8,2.7,ak20463485,"11km SW of Knik-Fairview, Alaska"
2018-11-30T21:01:15.493Z,"61.4762,-149.9447",61.4762,-149.9447,43.2,2.8,ak20463486,"5km S of Big Lake, Alaska"
2018-11-30T21:05:59.627Z,"61.4466,-150.088",61.4466,-150.088,40.1,2.6,ak20463492,"10km SW of Big Lake, Alaska"
2018-11-30T21:06:46.344Z,"61.5057,-149.9296",61.5057,-149.9296,39.3,3,ak20463493,"2km SE of Big Lake, Alaska"
2018-11-30T21:08:04.616Z,"61.4134,-150.0535",61.4134,-150.0535,40.3,3.6,ak20463494,"13km SSW of Big Lake, Alaska"
2018-11-30T21:09:01.425Z,"61.3387,-149.9043",61.3387,-149.9043,45,2.6,ak20463495,"13km N of Anchorage, Alaska"
2018-11-30T21:09:38.859Z,"61.387,-150.0082",61.387,-150.0082,39.5,2.5,ak20463496,"15km S of Big Lake, Alaska"
2018-11-30T21:11:18.760Z,"61.4061,-150.1081",61.4061,-150.1081,40,3.6,ak20463499,"18km NNW of Anchorage, Alaska"
2018-11-30T21:14:45.302Z,"61.3997,-150.041",61.3997,-150.041,38.7,2.7,ak20463502,"14km SSW of Big Lake, Alaska"
2018-11-30T21:16:08.430Z,"61.4393,-149.924",61.4393,-149.924,35.9,2.5,ak20463504,"9km S of Big Lake, Alaska"
2018-11-30T21:18:38.755Z,"61.4077,-150.0536",61.4077,-150.0536,34.1,2.7,ak20463508,"13km SSW of Big Lake, Alaska"
2018-11-30T21:18:59.092Z,"61.4022,-150.019",61.4022,-150.019,38.1,3,ak20463509,"12km SSW of Big Lake, Alaska"
2018-11-30T21:20:13.596Z,"61.3275,-150.0488",61.3275,-150.0488,38,3.8,ak20463510,"17km NNW of Anchorage, Alaska"
2018-11-30T21:26:21.112Z,"61.4655,-149.953",61.4655,-149.953,34.8,2.6,ak20463516,"6km S of Big Lake, Alaska"
2018-11-30T21:33:44.883Z,"61.3992,-150.0782",61.3992,-150.0782,33.8,2.7,ak20463521,"15km SSW of Big Lake, Alaska"
2018-11-30T21:35:41.094Z,"61.3688,-149.99",61.3688,-149.99,40.3,3.1,ak20463523,"13km S of Big Lake, Alaska"
2018-11-30T21:36:47.212Z,"61.445,-149.9553",61.445,-149.9553,38.8,3.2,ak20463524,"8km S of Big Lake, Alaska"
